File,Line,Text,Suggested Key
"components\admin\UserManagementLoadingIndicator.tsx",105,"Authentication Required","admin.usermanagementloadingindicator.authentication_required"
"components\admin\UserManagementLoadingIndicator.tsx",122,"Access Denied","admin.usermanagementloadingindicator.access_denied"
"components\admin\UserManagementLoadingIndicator.tsx",146,"Failed to load user data","admin.usermanagementloadingindicator.failed_to_load_user_data"
"components\admin\UserManagementLoadingIndicator.tsx",193,"Reset & Retry","admin.usermanagementloadingindicator.reset_retry"
"components\admin\UserManagementLoadingIndicator.tsx",202,"Reload Page","admin.usermanagementloadingindicator.reload_page"
"components\admin\UserManagementLoadingIndicator.tsx",227,"Limited functionality mode","admin.usermanagementloadingindicator.limited_functionality_mode"
"components\admin\UserManagementLoadingIndicator.tsx",259,"Try Full Reload","admin.usermanagementloadingindicator.try_full_reload"
"components\admin\UserManagementLoadingIndicator.tsx",74,"span","admin.usermanagementloadingindicator.span"
"components\admin\UserManagementLoadingIndicator.tsx",89,"span","admin.usermanagementloadingindicator.span"
"components\admin\UserManagementLoadingIndicator.tsx",193,"Button","admin.usermanagementloadingindicator.button"
"components\admin\UserManagementLoadingIndicator.tsx",202,"Button","admin.usermanagementloadingindicator.button"
"components\admin\UserManagementLoadingIndicator.tsx",259,"Button","admin.usermanagementloadingindicator.button"
"components\admin\UserManagementLoadingIndicator.tsx",312,"span","admin.usermanagementloadingindicator.span"
"components\admin\UserPasswordDialog.tsx",81,"Failed to copy password:","admin.userpassworddialog.failed_to_copy_password"
"components\admin\UserPasswordDialog.tsx",101,"Failed to copy registration link:","admin.userpassworddialog.failed_to_copy_registration_li"
"components\admin\UserPasswordDialog.tsx",81,"Failed to copy password:","admin.userpassworddialog.failed_to_copy_password"
"components\admin\UserPasswordDialog.tsx",101,"Failed to copy registration link:","admin.userpassworddialog.failed_to_copy_registration_li"
"components\admin\WorkloadDashboard.tsx",160,"Workload Dashboard","admin.workloaddashboard.workload_dashboard"
"components\admin\WorkloadDashboard.tsx",161,"Monitor and manage agent workload distribution","admin.workloaddashboard.monitor_and_manage_agent_workl"
"components\admin\WorkloadDashboard.tsx",167,"Refresh","admin.workloaddashboard.refresh"
"components\admin\WorkloadDashboard.tsx",192,"Total Active Tickets","admin.workloaddashboard.total_active_tickets"
"components\admin\WorkloadDashboard.tsx",197,"Across all agents","admin.workloaddashboard.across_all_agents"
"components\admin\WorkloadDashboard.tsx",205,"Team Utilization","admin.workloaddashboard.team_utilization"
"components\admin\WorkloadDashboard.tsx",216,"Available Agents","admin.workloaddashboard.available_agents"
"components\admin\WorkloadDashboard.tsx",231,"Overview","admin.workloaddashboard.overview"
"components\admin\WorkloadDashboard.tsx",232,"Performance","admin.workloaddashboard.performance"
"components\admin\WorkloadDashboard.tsx",233,"Category Expertise","admin.workloaddashboard.category_expertise"
"components\admin\WorkloadDashboard.tsx",288,"Current Workload","admin.workloaddashboard.current_workload"
"components\admin\WorkloadDashboard.tsx",296,"Avg Resolution","admin.workloaddashboard.avg_resolution"
"components\admin\WorkloadDashboard.tsx",301,"Resolution Rate","admin.workloaddashboard.resolution_rate"
"components\admin\WorkloadDashboard.tsx",306,"Satisfaction","admin.workloaddashboard.satisfaction"
"components\admin\WorkloadDashboard.tsx",347,"Resolution Rate","admin.workloaddashboard.resolution_rate"
"components\admin\WorkloadDashboard.tsx",354,"Avg Resolution","admin.workloaddashboard.avg_resolution"
"components\admin\WorkloadDashboard.tsx",361,"Satisfaction","admin.workloaddashboard.satisfaction"
"components\admin\WorkloadDashboard.tsx",395,"Expert","admin.workloaddashboard.expert"
"components\admin\WorkloadDashboard.tsx",406,"Categories","admin.workloaddashboard.categories"
"components\admin\WorkloadDashboard.tsx",414,"Subcategories","admin.workloaddashboard.subcategories"
"components\admin\WorkloadDashboard.tsx",422,"Expert Level","admin.workloaddashboard.expert_level"
"components\admin\WorkloadDashboard.tsx",430,"Category Expertise","admin.workloaddashboard.category_expertise"
"components\admin\WorkloadDashboard.tsx",467,"Specializations","admin.workloaddashboard.specializations"
"components\admin\WorkloadDashboard.tsx",487,"Customers Served","admin.workloaddashboard.customers_served"
"components\admin\WorkloadDashboard.tsx",491,"Repeat Rate","admin.workloaddashboard.repeat_rate"
"components\admin\WorkloadDashboard.tsx",497,"Avg Satisfaction","admin.workloaddashboard.avg_satisfaction"
"components\admin\WorkloadDashboard.tsx",167,"Button","admin.workloaddashboard.button"
"components\admin\WorkloadDashboard.tsx",241,"span","admin.workloaddashboard.span"
"components\admin\WorkloadDashboard.tsx",55,"Error loading workload data:","admin.workloaddashboard.error_loading_workload_data"
"components\admin\WorkloadDashboard.tsx",56,"Failed to load workload data","admin.workloaddashboard.failed_to_load_workload_data"
"components\admin\WorkloadDashboard.tsx",55,"Error loading workload data:","admin.workloaddashboard.error_loading_workload_data"
"components\admin\__tests__\UserManagementErrorBoundary.test.tsx",11,"Child component rendered successfully","__tests__.usermanagementerrorboundary.test.child_component_rendered_succe"
"components\admin\__tests__\UserManagementErrorBoundary.test.tsx",9,"Test error message","__tests__.usermanagementerrorboundary.test.test_error_message"
"components\admin\__tests__\UserManagementErrorBoundary.test.tsx",58,"Network connection failed","__tests__.usermanagementerrorboundary.test.network_connection_failed"
"components\admin\__tests__\UserManagementErrorBoundary.test.tsx",73,"Database query failed","__tests__.usermanagementerrorboundary.test.database_query_failed"
"components\admin\__tests__\UserManagementErrorBoundary.test.tsx",88,"Permission denied","__tests__.usermanagementerrorboundary.test.permission_denied"
"components\admin\__tests__\UserManagementLoadingIndicator.test.tsx",8,"Loading skeleton","__tests__.usermanagementloadingindicator.test.loading_skeleton"
"components\admin\__tests__\UserManagementLoadingIndicator.test.tsx",29,"Main content","__tests__.usermanagementloadingindicator.test.main_content"
"components\app-sidebar.tsx",649,"ACS Ticket","app-sidebar.acs_ticket"
"components\app-sidebar.tsx",160,"Error loading ticket counts:","app-sidebar.error_loading_ticket_counts"
"components\app-sidebar.tsx",175,"Error loading todo count:","app-sidebar.error_loading_todo_count"
"components\app-sidebar.tsx",160,"Error loading ticket counts:","app-sidebar.error_loading_ticket_counts"
"components\app-sidebar.tsx",175,"Error loading todo count:","app-sidebar.error_loading_todo_count"
"components\auth\ChangePasswordDialog.tsx",155,"Alterar Senha Obrigatória","auth.changepassworddialog.alterar_senha_obrigatria"
"components\auth\ChangePasswordDialog.tsx",191,"Nova Senha","auth.changepassworddialog.nova_senha"
"components\auth\ChangePasswordDialog.tsx",222,"Confirmar Nova Senha","auth.changepassworddialog.confirmar_nova_senha"
"components\auth\ChangePasswordDialog.tsx",256,"Mínimo 8 caracteres","auth.changepassworddialog.mnimo_8_caracteres"
"components\auth\ChangePasswordDialog.tsx",257,"Pelo menos uma letra maiúscula","auth.changepassworddialog.pelo_menos_uma_letra_maiscula"
"components\auth\ChangePasswordDialog.tsx",258,"Pelo menos uma letra minúscula","auth.changepassworddialog.pelo_menos_uma_letra_minscula"
"components\auth\ChangePasswordDialog.tsx",259,"Pelo menos um número","auth.changepassworddialog.pelo_menos_um_nmero"
"components\auth\ChangePasswordDialog.tsx",260,"Pelo menos um caractere especial","auth.changepassworddialog.pelo_menos_um_caractere_especi"
"components\auth\ChangePasswordDialog.tsx",297,"Alterar Senha","auth.changepassworddialog.alterar_senha"
"components\auth\ChangePasswordDialog.tsx",197,"Digite sua nova senha","auth.changepassworddialog.digite_sua_nova_senha"
"components\auth\ChangePasswordDialog.tsx",228,"Confirme sua nova senha","auth.changepassworddialog.confirme_sua_nova_senha"
"components\auth\ChangePasswordDialog.tsx",104,"As senhas não coincidem","auth.changepassworddialog.as_senhas_no_coincidem"
"components\auth\ChangePasswordDialog.tsx",109,"A nova senha deve ter pelo menos 8 caracteres","auth.changepassworddialog.a_nova_senha_deve_ter_pelo_men"
"components\auth\ChangePasswordDialog.tsx",131,"Error clearing temporary password:","auth.changepassworddialog.error_clearing_temporary_passw"
"components\auth\ChangePasswordDialog.tsx",143,"Error changing password:","auth.changepassworddialog.error_changing_password"
"components\auth\ChangePasswordDialog.tsx",131,"Error clearing temporary password:","auth.changepassworddialog.error_clearing_temporary_passw"
"components\auth\ChangePasswordDialog.tsx",143,"Error changing password:","auth.changepassworddialog.error_changing_password"
"components\auth\ConnectionMonitor.tsx",143,"Reconectar","auth.connectionmonitor.reconectar"
"components\auth\ConnectionMonitor.tsx",154,"Atualizar Página","auth.connectionmonitor.atualizar_pgina"
"components\auth\ConnectionMonitor.tsx",154,"Button","auth.connectionmonitor.button"
"components\auth\ConnectionMonitor.tsx",48,"Error monitoring connection:","auth.connectionmonitor.error_monitoring_connection"
"components\auth\ConnectionMonitor.tsx",106,"❌ Error during reconnection:","auth.connectionmonitor._error_during_reconnection"
"components\auth\ConnectionMonitor.tsx",43,"❌ Multiple connection failures detected, showing reconnect option","auth.connectionmonitor._multiple_connection_failures_"
"components\auth\ConnectionMonitor.tsx",48,"Error monitoring connection:","auth.connectionmonitor.error_monitoring_connection"
"components\auth\ConnectionMonitor.tsx",75,"🔄 Attempting to reconnect real-time connection...","auth.connectionmonitor._attempting_to_reconnect_realt"
"components\auth\ConnectionMonitor.tsx",81,"❌ Session not ready for reconnection","auth.connectionmonitor._session_not_ready_for_reconne"
"components\auth\ConnectionMonitor.tsx",96,"❌ Reconnection failed","auth.connectionmonitor._reconnection_failed"
"components\auth\ConnectionMonitor.tsx",99,"✅ Reconnection successful","auth.connectionmonitor._reconnection_successful"
"components\auth\ConnectionMonitor.tsx",106,"❌ Error during reconnection:","auth.connectionmonitor._error_during_reconnection"
"components\auth\Login.test.tsx",76,"Invalid credentials","auth.login.test.invalid_credentials"
"components\auth\Login.test.tsx",133,"Network error","auth.login.test.network_error"
"components\auth\ProtectedRoute.tsx",55,"Acesso Negado","auth.protectedroute.acesso_negado"
"components\auth\ProtectedRoute.tsx",64,"Voltar","auth.protectedroute.voltar"
"components\auth\ProtectedRoute.tsx",64,"button","auth.protectedroute.button"
"components\auth\RealTimeSessionDisplay.tsx",28,"Not logged in","auth.realtimesessiondisplay.not_logged_in"
"components\auth\RealTimeSessionDisplay.tsx",68,"Real-Time Session Monitor","auth.realtimesessiondisplay.realtime_session_monitor"
"components\auth\RealTimeSessionDisplay.tsx",81,"Time remaining until logout","auth.realtimesessiondisplay.time_remaining_until_logout"
"components\auth\RealTimeSessionDisplay.tsx",124,"span","auth.realtimesessiondisplay.span"
"components\auth\RealTimeSessionDisplay.tsx",134,"span","auth.realtimesessiondisplay.span"
"components\auth\SessionTimeoutAdminDebug.tsx",103,"Admin Session Timeout Debug","auth.sessiontimeoutadmindebug.admin_session_timeout_debug"
"components\auth\SessionTimeoutAdminDebug.tsx",114,"Timeout Duration","auth.sessiontimeoutadmindebug.timeout_duration"
"components\auth\SessionTimeoutAdminDebug.tsx",118,"Warning Time","auth.sessiontimeoutadmindebug.warning_time"
"components\auth\SessionTimeoutAdminDebug.tsx",122,"Check Interval","auth.sessiontimeoutadmindebug.check_interval"
"components\auth\SessionTimeoutAdminDebug.tsx",148,"Time remaining until logout","auth.sessiontimeoutadmindebug.time_remaining_until_logout"
"components\auth\SessionTimeoutAdminDebug.tsx",168,"Start","auth.sessiontimeoutadmindebug.start"
"components\auth\SessionTimeoutAdminDebug.tsx",178,"Stop","auth.sessiontimeoutadmindebug.stop"
"components\auth\SessionTimeoutAdminDebug.tsx",188,"Reset Timer","auth.sessiontimeoutadmindebug.reset_timer"
"components\auth\SessionTimeoutAdminDebug.tsx",198,"Force Warning","auth.sessiontimeoutadmindebug.force_warning"
"components\auth\SessionTimeoutAdminDebug.tsx",208,"Force Timeout","auth.sessiontimeoutadmindebug.force_timeout"
"components\auth\SessionTimeoutAdminDebug.tsx",219,"Test Logout","auth.sessiontimeoutadmindebug.test_logout"
"components\auth\SessionTimeoutAdminDebug.tsx",168,"Button","auth.sessiontimeoutadmindebug.button"
"components\auth\SessionTimeoutAdminDebug.tsx",178,"Button","auth.sessiontimeoutadmindebug.button"
"components\auth\SessionTimeoutAdminDebug.tsx",188,"Button","auth.sessiontimeoutadmindebug.button"
"components\auth\SessionTimeoutAdminDebug.tsx",198,"Button","auth.sessiontimeoutadmindebug.button"
"components\auth\SessionTimeoutAdminDebug.tsx",208,"Button","auth.sessiontimeoutadmindebug.button"
"components\auth\SessionTimeoutAdminDebug.tsx",219,"Button","auth.sessiontimeoutadmindebug.button"
"components\auth\SessionTimeoutAdminDebug.tsx",29,"Error loading session timeout settings:","auth.sessiontimeoutadmindebug.error_loading_session_timeout_"
"components\auth\SessionTimeoutAdminDebug.tsx",29,"Error loading session timeout settings:","auth.sessiontimeoutadmindebug.error_loading_session_timeout_"
"components\auth\SessionTimeoutAdminDebug.tsx",57,"🧪 Mock: Reset activity","auth.sessiontimeoutadmindebug._mock_reset_activity"
"components\auth\SessionTimeoutAdminDebug.tsx",58,"🧪 Mock: Extend session","auth.sessiontimeoutadmindebug._mock_extend_session"
"components\auth\SessionTimeoutAdminDebug.tsx",59,"🧪 Mock: Start monitoring","auth.sessiontimeoutadmindebug._mock_start_monitoring"
"components\auth\SessionTimeoutAdminDebug.tsx",60,"🧪 Mock: Stop monitoring","auth.sessiontimeoutadmindebug._mock_stop_monitoring"
"components\auth\SessionTimeoutAdminDebug.tsx",61,"🧪 Mock: Force warning","auth.sessiontimeoutadmindebug._mock_force_warning"
"components\auth\SessionTimeoutAdminDebug.tsx",62,"🧪 Mock: Force timeout","auth.sessiontimeoutadmindebug._mock_force_timeout"
"components\auth\SessionTimeoutConfig.tsx",55,"Session Timeout Configuration","auth.sessiontimeoutconfig.session_timeout_configuration"
"components\auth\SessionTimeoutConfig.tsx",98,"Apply Configuration","auth.sessiontimeoutconfig.apply_configuration"
"components\auth\SessionTimeoutConfig.tsx",108,"Current Session Status","auth.sessiontimeoutconfig.current_session_status"
"components\auth\SessionTimeoutConfig.tsx",118,"Session Active","auth.sessiontimeoutconfig.session_active"
"components\auth\SessionTimeoutConfig.tsx",125,"Time Remaining","auth.sessiontimeoutconfig.time_remaining"
"components\auth\SessionTimeoutConfig.tsx",132,"Warning Status","auth.sessiontimeoutconfig.warning_status"
"components\auth\SessionTimeoutConfig.tsx",139,"Last Activity","auth.sessiontimeoutconfig.last_activity"
"components\auth\SessionTimeoutConfig.tsx",155,"Reset Activity Timer","auth.sessiontimeoutconfig.reset_activity_timer"
"components\auth\SessionTimeoutConfig.tsx",164,"Extend Session","auth.sessiontimeoutconfig.extend_session"
"components\auth\SessionTimeoutConfig.tsx",175,"Testing Instructions","auth.sessiontimeoutconfig.testing_instructions"
"components\auth\SessionTimeoutConfig.tsx",185,"Click ""Apply Configuration"" to activate the new settings","auth.sessiontimeoutconfig.click_apply_configuration_to_a"
"components\auth\SessionTimeoutConfig.tsx",187,"Wait for the warning dialog to appear","auth.sessiontimeoutconfig.wait_for_the_warning_dialog_to"
"components\auth\SessionTimeoutConfig.tsx",188,"Either extend the session or let it automatically log you out","auth.sessiontimeoutconfig.either_extend_the_session_or_l"
"components\auth\SessionTimeoutConfig.tsx",98,"Button","auth.sessiontimeoutconfig.button"
"components\auth\SessionTimeoutConfig.tsx",155,"Button","auth.sessiontimeoutconfig.button"
"components\auth\SessionTimeoutConfig.tsx",164,"Button","auth.sessiontimeoutconfig.button"
"components\auth\SessionTimeoutManager.tsx",79,"Updates every second","auth.sessiontimeoutmanager.updates_every_second"
"components\auth\SessionTimeoutWarning.tsx",90,"Session Expiring Soon","auth.sessiontimeoutwarning.session_expiring_soon"
"components\auth\SessionTimeoutWarning.tsx",123,"Logout Now","auth.sessiontimeoutwarning.logout_now"
"components\auth\SessionTimeoutWarning.tsx",130,"Stay Logged In","auth.sessiontimeoutwarning.stay_logged_in"
"components\auth\SessionTimeoutWarning.tsx",123,"Button","auth.sessiontimeoutwarning.button"
"components\auth\SessionTimeoutWarning.tsx",81,"Error during logout:","auth.sessiontimeoutwarning.error_during_logout"
"components\auth\SessionTimeoutWarning.tsx",81,"Error during logout:","auth.sessiontimeoutwarning.error_during_logout"
"components\auth\UserProfile.tsx",46,"Error during Supabase signOut:","auth.userprofile.error_during_supabase_signout"
"components\auth\UserProfile.tsx",31,"🔔 Cleaning up notifications before logout","auth.userprofile._cleaning_up_notifications_bef"
"components\auth\UserProfile.tsx",35,"Notification cleanup failed during logout:","auth.userprofile.notification_cleanup_failed_du"
"components\auth\UserProfile.tsx",46,"Error during Supabase signOut:","auth.userprofile.error_during_supabase_signout"
"components\chat\EnhancedTicketChat.tsx",378,"Real-time connection status","chat.enhancedticketchat.realtime_connection_status"
"components\chat\EnhancedTicketChat.tsx",425,"Failed to load chat","chat.enhancedticketchat.failed_to_load_chat"
"components\chat\EnhancedTicketChat.tsx",426,"Retry","chat.enhancedticketchat.retry"
"components\chat\EnhancedTicketChat.tsx",444,"Chat","chat.enhancedticketchat.chat"
"components\chat\EnhancedTicketChat.tsx",462,"Search messages","chat.enhancedticketchat.search_messages"
"components\chat\EnhancedTicketChat.tsx",475,"Export chat","chat.enhancedticketchat.export_chat"
"components\chat\EnhancedTicketChat.tsx",479,"Report issue","chat.enhancedticketchat.report_issue"
"components\chat\EnhancedTicketChat.tsx",511,"No messages yet","chat.enhancedticketchat.no_messages_yet"
"components\chat\EnhancedTicketChat.tsx",572,"Replying to this message","chat.enhancedticketchat.replying_to_this_message"
"components\chat\EnhancedTicketChat.tsx",636,"Add reaction","chat.enhancedticketchat.add_reaction"
"components\chat\EnhancedTicketChat.tsx",654,"Reply","chat.enhancedticketchat.reply"
"components\chat\EnhancedTicketChat.tsx",696,"Replying to message","chat.enhancedticketchat.replying_to_message"
"components\chat\EnhancedTicketChat.tsx",755,"Attach file","chat.enhancedticketchat.attach_file"
"components\chat\EnhancedTicketChat.tsx",785,"Add emoji","chat.enhancedticketchat.add_emoji"
"components\chat\EnhancedTicketChat.tsx",844,"Add Reaction","chat.enhancedticketchat.add_reaction"
"components\chat\EnhancedTicketChat.tsx",869,"Image Preview","chat.enhancedticketchat.image_preview"
"components\chat\EnhancedTicketChat.tsx",874,"Preview","chat.enhancedticketchat.preview"
"components\chat\EnhancedTicketChat.tsx",426,"Button","chat.enhancedticketchat.button"
"components\chat\EnhancedTicketChat.tsx",696,"span","chat.enhancedticketchat.span"
"components\chat\EnhancedTicketChat.tsx",190,"Error sending message:","chat.enhancedticketchat.error_sending_message"
"components\chat\EnhancedTicketChat.tsx",242,"Error uploading file:","chat.enhancedticketchat.error_uploading_file"
"components\chat\EnhancedTicketChat.tsx",275,"Error adding reaction:","chat.enhancedticketchat.error_adding_reaction"
"components\chat\EnhancedTicketChat.tsx",291,"Error removing reaction:","chat.enhancedticketchat.error_removing_reaction"
"components\chat\EnhancedTicketChat.tsx",120,"Raw messages received:","chat.enhancedticketchat.raw_messages_received"
"components\chat\EnhancedTicketChat.tsx",190,"Error sending message:","chat.enhancedticketchat.error_sending_message"
"components\chat\EnhancedTicketChat.tsx",242,"Error uploading file:","chat.enhancedticketchat.error_uploading_file"
"components\chat\EnhancedTicketChat.tsx",275,"Error adding reaction:","chat.enhancedticketchat.error_adding_reaction"
"components\chat\EnhancedTicketChat.tsx",291,"Error removing reaction:","chat.enhancedticketchat.error_removing_reaction"
"components\chat\ModernTicketChat.backup.tsx",447,"Chat Unavailable","chat.modernticketchat.backup.chat_unavailable"
"components\chat\ModernTicketChat.backup.tsx",450,"Retry","chat.modernticketchat.backup.retry"
"components\chat\ModernTicketChat.backup.tsx",468,"Chat","chat.modernticketchat.backup.chat"
"components\chat\ModernTicketChat.backup.tsx",469,"Real-time messaging","chat.modernticketchat.backup.realtime_messaging"
"components\chat\ModernTicketChat.backup.tsx",508,"Test Delete Last Message","chat.modernticketchat.backup.test_delete_last_message"
"components\chat\ModernTicketChat.backup.tsx",525,"Start the conversation","chat.modernticketchat.backup.start_the_conversation"
"components\chat\ModernTicketChat.backup.tsx",688,"Add reaction","chat.modernticketchat.backup.add_reaction"
"components\chat\ModernTicketChat.backup.tsx",806,"Attach file","chat.modernticketchat.backup.attach_file"
"components\chat\ModernTicketChat.backup.tsx",852,"Add emoji","chat.modernticketchat.backup.add_emoji"
"components\chat\ModernTicketChat.backup.tsx",882,"Test Typing","chat.modernticketchat.backup.test_typing"
"components\chat\ModernTicketChat.backup.tsx",925,"Add Reaction","chat.modernticketchat.backup.add_reaction"
"components\chat\ModernTicketChat.backup.tsx",816,"Type your message...","chat.modernticketchat.backup.type_your_message"
"components\chat\ModernTicketChat.backup.tsx",450,"Button","chat.modernticketchat.backup.button"
"components\chat\ModernTicketChat.backup.tsx",508,"Button","chat.modernticketchat.backup.button"
"components\chat\ModernTicketChat.backup.tsx",882,"Button","chat.modernticketchat.backup.button"
"components\chat\ModernTicketChat.backup.tsx",260,"Error sending message:","chat.modernticketchat.backup.error_sending_message"
"components\chat\ModernTicketChat.backup.tsx",289,"Error uploading file:","chat.modernticketchat.backup.error_uploading_file"
"components\chat\ModernTicketChat.backup.tsx",313,"Error adding reaction:","chat.modernticketchat.backup.error_adding_reaction"
"components\chat\ModernTicketChat.backup.tsx",329,"Error removing reaction:","chat.modernticketchat.backup.error_removing_reaction"
"components\chat\ModernTicketChat.backup.tsx",387,", { 
      messageId: message.id, 
      timeDifference: Math.round(timeDifference / 1000), 
      timeLimit: 300, // 5 minutes in seconds
      canDelete,
      content: message.content.slice(0, 20) 
    });
    
    return canDelete;
  };

  // Handle message deletion
  const handleDeleteMessage = async (messageId: string) => {
    console.log(","chat.modernticketchat.backup._messageid_messageid_timediffe"
"components\chat\ModernTicketChat.backup.tsx",412,"🗑️ Delete failed:","chat.modernticketchat.backup._delete_failed"
"components\chat\ModernTicketChat.backup.tsx",413,"Failed to delete message","chat.modernticketchat.backup.failed_to_delete_message"
"components\chat\ModernTicketChat.backup.tsx",497,"Test button works!","chat.modernticketchat.backup.test_button_works"
"components\chat\ModernTicketChat.backup.tsx",708,"Cannot delete this message (too old or not yours)","chat.modernticketchat.backup.cannot_delete_this_message_too"
"components\chat\ModernTicketChat.backup.tsx",121,"🔄 scrollToBottom called with behavior:","chat.modernticketchat.backup._scrolltobottom_called_with_be"
"components\chat\ModernTicketChat.backup.tsx",125,"📜 Found scroll container, scrolling...","chat.modernticketchat.backup._found_scroll_container_scroll"
"components\chat\ModernTicketChat.backup.tsx",140,"❌ No scroll container found","chat.modernticketchat.backup._no_scroll_container_found"
"components\chat\ModernTicketChat.backup.tsx",169,"🔄 ModernTicketChat: rawMessages updated, count:","chat.modernticketchat.backup._modernticketchat_rawmessages_"
"components\chat\ModernTicketChat.backup.tsx",177,"✅ ModernTicketChat: messages state updated, count:","chat.modernticketchat.backup._modernticketchat_messages_sta"
"components\chat\ModernTicketChat.backup.tsx",185,"🔄 Messages effect triggered:","chat.modernticketchat.backup._messages_effect_triggered"
"components\chat\ModernTicketChat.backup.tsx",196,"📜 Scheduling scroll with behavior:","chat.modernticketchat.backup._scheduling_scroll_with_behavi"
"components\chat\ModernTicketChat.backup.tsx",200,"📜 Executing scroll attempt 1","chat.modernticketchat.backup._executing_scroll_attempt_1"
"components\chat\ModernTicketChat.backup.tsx",205,"📜 Executing scroll attempt 2","chat.modernticketchat.backup._executing_scroll_attempt_2"
"components\chat\ModernTicketChat.backup.tsx",210,"📜 Executing scroll attempt 3","chat.modernticketchat.backup._executing_scroll_attempt_3"
"components\chat\ModernTicketChat.backup.tsx",240,"🔤 Typing users updated:","chat.modernticketchat.backup._typing_users_updated"
"components\chat\ModernTicketChat.backup.tsx",260,"Error sending message:","chat.modernticketchat.backup.error_sending_message"
"components\chat\ModernTicketChat.backup.tsx",289,"Error uploading file:","chat.modernticketchat.backup.error_uploading_file"
"components\chat\ModernTicketChat.backup.tsx",313,"Error adding reaction:","chat.modernticketchat.backup.error_adding_reaction"
"components\chat\ModernTicketChat.backup.tsx",329,"Error removing reaction:","chat.modernticketchat.backup.error_removing_reaction"
"components\chat\ModernTicketChat.backup.tsx",377,"🗑️ Cannot delete - not owner:","chat.modernticketchat.backup._cannot_delete_not_owner"
"components\chat\ModernTicketChat.backup.tsx",387,"🗑️ Can delete message:","chat.modernticketchat.backup._can_delete_message"
"components\chat\ModernTicketChat.backup.tsx",400,"🗑️ Delete button clicked for message:","chat.modernticketchat.backup._delete_button_clicked_for_mes"
"components\chat\ModernTicketChat.backup.tsx",403,"🗑️ Calling deleteMessage service...","chat.modernticketchat.backup._calling_deletemessage_service"
"components\chat\ModernTicketChat.backup.tsx",405,"🗑️ Delete successful!","chat.modernticketchat.backup._delete_successful"
"components\chat\ModernTicketChat.backup.tsx",412,"🗑️ Delete failed:","chat.modernticketchat.backup._delete_failed"
"components\chat\ModernTicketChat.backup.tsx",496,"🧪 Test delete button clicked","chat.modernticketchat.backup._test_delete_button_clicked"
"components\chat\ModernTicketChat.backup.tsx",500,"🧪 Testing delete on last message:","chat.modernticketchat.backup._testing_delete_on_last_messag"
"components\chat\ModernTicketChat.backup.tsx",536,"🔄 Rendering message:","chat.modernticketchat.backup._rendering_message"
"components\chat\ModernTicketChat.backup.tsx",599,"🗑️ TEST Delete button clicked!","chat.modernticketchat.backup._test_delete_button_clicked"
"components\chat\ModernTicketChat.backup.tsx",702,"🗑️ Delete button clicked!","chat.modernticketchat.backup._delete_button_clicked"
"components\chat\ModernTicketChat.backup.tsx",703,"🗑️ Can delete:","chat.modernticketchat.backup._can_delete"
"components\chat\ModernTicketChat.backup.tsx",823,"🔤 Input changed, value length:","chat.modernticketchat.backup._input_changed_value_length"
"components\chat\ModernTicketChat.backup.tsx",827,"🔤 Calling startTyping...","chat.modernticketchat.backup._calling_starttyping"
"components\chat\ModernTicketChat.backup.tsx",830,"🔤 Calling stopTyping...","chat.modernticketchat.backup._calling_stoptyping"
"components\chat\ModernTicketChat.backup.tsx",875,"🔤 Test button clicked - triggering typing demo","chat.modernticketchat.backup._test_button_clicked_triggerin"
"components\chat\ModernTicketChat.tsx",394,"Chat Unavailable","chat.modernticketchat.chat_unavailable"
"components\chat\ModernTicketChat.tsx",397,"Retry","chat.modernticketchat.retry"
"components\chat\ModernTicketChat.tsx",415,"Chat","chat.modernticketchat.chat"
"components\chat\ModernTicketChat.tsx",416,"Real-time messaging","chat.modernticketchat.realtime_messaging"
"components\chat\ModernTicketChat.tsx",451,"Start the conversation","chat.modernticketchat.start_the_conversation"
"components\chat\ModernTicketChat.tsx",587,"Add reaction","chat.modernticketchat.add_reaction"
"components\chat\ModernTicketChat.tsx",682,"Attach file","chat.modernticketchat.attach_file"
"components\chat\ModernTicketChat.tsx",728,"Add emoji","chat.modernticketchat.add_emoji"
"components\chat\ModernTicketChat.tsx",758,"Test Typing","chat.modernticketchat.test_typing"
"components\chat\ModernTicketChat.tsx",801,"Add Reaction","chat.modernticketchat.add_reaction"
"components\chat\ModernTicketChat.tsx",397,"Button","chat.modernticketchat.button"
"components\chat\ModernTicketChat.tsx",758,"Button","chat.modernticketchat.button"
"components\chat\ModernTicketChat.tsx",266,"Error sending message:","chat.modernticketchat.error_sending_message"
"components\chat\ModernTicketChat.tsx",295,"Error uploading file:","chat.modernticketchat.error_uploading_file"
"components\chat\ModernTicketChat.tsx",319,"Error adding reaction:","chat.modernticketchat.error_adding_reaction"
"components\chat\ModernTicketChat.tsx",335,"Error removing reaction:","chat.modernticketchat.error_removing_reaction"
"components\chat\ModernTicketChat.tsx",122,"🔄 scrollToBottom called with behavior:","chat.modernticketchat._scrolltobottom_called_with_be"
"components\chat\ModernTicketChat.tsx",126,"📜 Found scroll container, scrolling...","chat.modernticketchat._found_scroll_container_scroll"
"components\chat\ModernTicketChat.tsx",141,"❌ No scroll container found","chat.modernticketchat._no_scroll_container_found"
"components\chat\ModernTicketChat.tsx",170,"🔄 ModernTicketChat: rawMessages updated, count:","chat.modernticketchat._modernticketchat_rawmessages_"
